OID_,FID_MI_CSMI_2015_pts_ID,FID_MI_CSMI_2015_pts,StationCod,AltStation,ProjectNam,SiteType,PositionN_,PositionE_,DepthM__ta,LatDD_targ,LonDD_targ,LatDDM_act,LonDDM_act,LatDD_actu,LonDD_actu,LatDD2map,LonDD2map,SampleDate,TimeUTC,TimeEST,DepthM_act,WQdepth_m,STISkey,NH4_ugNL,SRP_ugL,NOx_ugNL,TP_ugL,TN_ugL,Cl__mgL,Chla_ugL,FID_psTces,SP_ID,ID,GreenBay,FID_Lake_MI_zones,Name,Descriptio
96,96,39,GrandMouth, ,GLmodel_15,rivermouth, ,E,8,43.060473870000003,-86.242461539999994, , ,0.000000000000000,0.000000000000000,43.060473870000003,-86.242461539999994,6/2/2015 0:00:00,,12/30/1899 0:00:00,0,2,5220,15.760000000000000,5.080000000000000,844.700000000000045,58.859999999999999,1451.000000000000000,38.990000000000002,0.390000000000000,-1,,0,0,-1,,
97,97,40,GrandMouth, ,GLmodel_15,rivermouth, ,E,8,43.060473870000003,-86.242461539999994, , ,0.000000000000000,0.000000000000000,43.060473870000003,-86.242461539999994,6/2/2015 0:00:00,,12/30/1899 0:00:00,0,2,0,21.739999999999998,6.500000000000000,950.799999999999955,64.420000000000002,1839.000000000000000,50.890000000000001,23.230000000000000,-1,,0,0,-1,,
98,98,21,Grand2N_20m,2NGrand20m,GLmodel_15,rivermouth, ,E,20,43.068945090000000,-86.291365760000005, , ,0.000000000000000,0.000000000000000,43.068945090000000,-86.291365760000005,7/18/2015 0:00:00,,12/30/1899 0:00:00,0,2,5418,4.380000000000000,2.930000000000000,383.000000000000000,17.710000000000001,738.200000000000045,17.750000000000000,4.940000000000000,4634,4635,4635,0,4,Muskegon Grand, 
99,99,22,Grand2N_20m,2NGrand20m,GLmodel_15,rivermouth, ,E,20,43.068945090000000,-86.291365760000005, , ,0.000000000000000,0.000000000000000,43.068945090000000,-86.291365760000005,6/2/2015 0:00:00,,12/30/1899 0:00:00,0,2,5216,5.270000000000000,2.040000000000000,330.600000000000023,8.590000000000000,478.000000000000000,14.080000000000000,0.260000000000000,4634,4635,4635,0,4,Muskegon Grand, 
100,100,18,Grand2N_10m,2NGrand10m,GLmodel_15,rivermouth, ,E,10,43.073939609999996,-86.262922489999994, , ,0.000000000000000,0.000000000000000,43.073939609999996,-86.262922489999994,7/18/2015 0:00:00,,12/30/1899 0:00:00,0,2,5417,8.430000000000000,3.440000000000000,417.399999999999977,19.550000000000001,751.299999999999955,19.030000000000001,8.380000000000001,4635,4636,4636,0,4,Muskegon Grand, 
101,101,19,Grand2N_10m,2NGrand10m,GLmodel_15,rivermouth, ,E,10,43.073939609999996,-86.262922489999994, , ,0.000000000000000,0.000000000000000,43.073939609999996,-86.262922489999994,6/2/2015 0:00:00,,12/30/1899 0:00:00,0,2,5215,4.880000000000000,2.130000000000000,328.100000000000023,6.280000000000000,490.500000000000000,14.039999999999999,0.360000000000000,4635,4636,4636,0,4,Muskegon Grand, 
102,102,20,Grand2N_10m,2NGrand10m,GLmodel_15,rivermouth, ,E,10,43.073939609999996,-86.262922489999994, , ,0.000000000000000,0.000000000000000,43.073939609999996,-86.262922489999994,6/2/2015 0:00:00,,12/30/1899 0:00:00,0,2,0,10.170000000000000,1.870000000000000,290.600000000000023,14.670000000000000,508.000000000000000,14.050000000000001,0.520000000000000,4635,4636,4636,0,4,Muskegon Grand, 
103,103,23,Grand2N_5m,2NGrand5m,GLmodel_15,rivermouth, ,E,5,43.075038390000003,-86.256658979999997, , ,0.000000000000000,0.000000000000000,43.075038390000003,-86.256658979999997,7/18/2015 0:00:00,,12/30/1899 0:00:00,0,2,5416,6.020000000000000,2.950000000000000,404.000000000000000,20.300000000000001,760.100000000000023,18.649999999999999,7.740000000000000,-1,,0,0,4,Muskegon Grand, 
104,104,24,Grand2N_5m,2NGrand5m,GLmodel_15,rivermouth, ,E,5,43.075038390000003,-86.256658979999997, , ,0.000000000000000,0.000000000000000,43.075038390000003,-86.256658979999997,6/2/2015 0:00:00,,12/30/1899 0:00:00,0,2,5214,5.650000000000000,2.470000000000000,330.500000000000000,4.950000000000000,433.199999999999989,14.080000000000000,0.270000000000000,-1,,0,0,4,Muskegon Grand, 
105,105,33,Grand5N_20m,5NGrand20m,GLmodel_15,rivermouth, ,E,20,43.094526000000002,-86.304330620000002, , ,0.000000000000000,0.000000000000000,43.094526000000002,-86.304330620000002,7/18/2015 0:00:00,,12/30/1899 0:00:00,0,2,5412,8.550000000000001,2.620000000000000,339.100000000000023,14.930000000000000,628.799999999999955,16.340000000000000,5.510000000000000,4580,4581,4581,0,4,Muskegon Grand, 
106,106,34,Grand5N_20m,5NGrand20m,GLmodel_15,rivermouth, ,E,20,43.094526000000002,-86.304330620000002, , ,0.000000000000000,0.000000000000000,43.094526000000002,-86.304330620000002,6/2/2015 0:00:00,,12/30/1899 0:00:00,0,2,5210,5.080000000000000,0.550000000000000,338.399999999999977,7.030000000000000,483.899999999999977,14.359999999999999,0.120000000000000,4580,4581,4581,0,4,Muskegon Grand, 
107,107,35,Grand5N_20m,5NGrand20m,GLmodel_15,rivermouth, ,E,20,43.094526000000002,-86.304330620000002, , ,0.000000000000000,0.000000000000000,43.094526000000002,-86.304330620000002,6/2/2015 0:00:00,,12/30/1899 0:00:00,0,2,0,11.210000000000001,2.510000000000000,291.600000000000023,7.530000000000000,551.899999999999977,14.330000000000000,0.270000000000000,4580,4581,4581,0,4,Muskegon Grand, 
108,108,31,Grand5N_10m,5NGrand10m,GLmodel_15,rivermouth, ,E,10,43.099796069999996,-86.274920780000002, , ,0.000000000000000,0.000000000000000,43.099796069999996,-86.274920780000002,7/18/2015 0:00:00,,12/30/1899 0:00:00,0,2,5411,4.750000000000000,2.910000000000000,386.750000000000000,16.859999999999999,673.399999999999977,17.780000000000001,8.050000000000001,4581,4582,4582,0,4,Muskegon Grand, 
109,109,32,Grand5N_10m,5NGrand10m,GLmodel_15,rivermouth, ,E,10,43.099796069999996,-86.274920780000002, , ,0.000000000000000,0.000000000000000,43.099796069999996,-86.274920780000002,6/2/2015 0:00:00,,12/30/1899 0:00:00,0,2,5209,10.980000000000000,0.550000000000000,341.500000000000000,13.400000000000000,476.199999999999989,14.050000000000001,0.220000000000000,4581,4582,4582,0,4,Muskegon Grand, 
110,110,36,Grand5N_5m,5NGrand5m,GLmodel_15,rivermouth, ,E,5,43.101048460000001,-86.267703549999993, , ,0.000000000000000,0.000000000000000,43.101048460000001,-86.267703549999993,7/18/2015 0:00:00,,12/30/1899 0:00:00,0,2,5410,4.980000000000000,2.860000000000000,377.399999999999977,15.949999999999999,659.100000000000023,17.539999999999999,7.000000000000000,4581,4582,4582,0,4,Muskegon Grand, 
111,111,37,Grand5N_5m,5NGrand5m,GLmodel_15,rivermouth, ,E,5,43.101048460000001,-86.267703549999993, , ,0.000000000000000,0.000000000000000,43.101048460000001,-86.267703549999993,6/2/2015 0:00:00,,12/30/1899 0:00:00,0,2,5208,3.230000000000000,0.550000000000000,339.300000000000011,18.390000000000001,461.800000000000011,14.199999999999999,0.330000000000000,4581,4582,4582,0,4,Muskegon Grand, 
112,112,77,Musk10S_20m,10SMusk20m,GLmodel_15,rivermouth, ,E,20,43.138888780000002,-86.325849469999994, , ,0.000000000000000,0.000000000000000,43.138888780000002,-86.325849469999994,7/17/2015 0:00:00,,12/30/1899 0:00:00,0,2,5245,9.199999999999999,2.160000000000000,303.000000000000000,9.320000000000000,562.700000000000045,14.750000000000000,3.730000000000000,4531,4532,4532,0,4,Muskegon Grand, 
113,113,78,Musk10S_20m,10SMusk20m,GLmodel_15,rivermouth, ,E,20,43.138888780000002,-86.325849469999994, , ,0.000000000000000,0.000000000000000,43.138888780000002,-86.325849469999994,7/17/2015 0:00:00,,12/30/1899 0:00:00,0,2,5577,8.960000000000001,2.160000000000000,281.899999999999977,8.600000000000000,521.200000000000045,13.869999999999999,3.020000000000000,4531,4532,4532,0,4,Muskegon Grand, 
114,114,76,Musk10S_10m,10SMusk10m,GLmodel_15,rivermouth, ,E,10,43.144296269999998,-86.298427529999998, , ,0.000000000000000,0.000000000000000,43.144296269999998,-86.298427529999998,7/17/2015 0:00:00,,12/30/1899 0:00:00,0,2,5244,7.590000000000000,2.340000000000000,374.300000000000011,13.830000000000000,642.200000000000045,16.800000000000001,5.250000000000000,4583,4584,4584,0,4,Muskegon Grand, 
115,115,79,Musk10S_5m,10SMusk5m,GLmodel_15,rivermouth, ,E,5,43.145286050000003,-86.293404069999994, , ,0.000000000000000,0.000000000000000,43.145286050000003,-86.293404069999994,7/17/2015 0:00:00,,12/30/1899 0:00:00,0,2,5243,11.080000000000000,2.560000000000000,353.399999999999977,8.410000000000000,615.799999999999955,16.039999999999999,4.090000000000000,4583,4584,4584,0,4,Muskegon Grand, 
116,116,85,Musk2S_20m,2SMusk20m,GLmodel_15,rivermouth, ,E,20,43.202090849999998,-86.366303419999994, , ,0.000000000000000,0.000000000000000,43.202090849999998,-86.366303419999994,7/17/2015 0:00:00,,12/30/1899 0:00:00,0,2,5251,19.149999999999999,2.260000000000000,293.399999999999977,21.230000000000000,504.699999999999989,13.880000000000001,2.230000000000000,4383,4384,4384,0,4,Muskegon Grand, 
117,117,83,Musk2S_10m,2SMusk10m,GLmodel_15,rivermouth, ,E,10,43.209098359999999,-86.339698159999998, , ,0.000000000000000,0.000000000000000,43.209098359999999,-86.339698159999998,7/17/2015 0:00:00,,12/30/1899 0:00:00,0,2,5250,6.070000000000000,2.000000000000000,300.300000000000011,16.960000000000001,515.700000000000045,14.330000000000000,2.820000000000000,4433,4434,4434,0,4,Muskegon Grand, 
118,118,84,Musk2S_10m,2SMusk10m,GLmodel_15,rivermouth, ,E,10,43.209098359999999,-86.339698159999998, , ,0.000000000000000,0.000000000000000,43.209098359999999,-86.339698159999998,7/17/2015 0:00:00,,12/30/1899 0:00:00,0,2,5454,11.060000000000000,2.580000000000000,286.100000000000023,6.800000000000000,556.200000000000045,14.580000000000000,2.580000000000000,4433,4434,4434,0,4,Muskegon Grand, 
119,119,86,Musk2S_5m,2SMusk5m,GLmodel_15,rivermouth, ,E,5,43.211154090000001,-86.331887559999998, , ,0.000000000000000,0.000000000000000,43.211154090000001,-86.331887559999998,7/17/2015 0:00:00,,12/30/1899 0:00:00,0,2,5249,8.340000000000000,2.120000000000000,306.800000000000011,13.130000000000001,564.399999999999977,14.590000000000000,3.260000000000000,4433,4434,4434,0,4,Muskegon Grand, 
120,120,90,MuskMth_20m,Musk20,GLmodel_15,rivermouth, ,E,20,43.218362489999997,-86.375741689999998, , ,0.000000000000000,0.000000000000000,43.218362489999997,-86.375741689999998,7/17/2015 0:00:00,,12/30/1899 0:00:00,0,2,5255,9.279999999999999,2.280000000000000,292.399999999999977,7.810000000000000,510.500000000000000,14.160000000000000,2.350000000000000,4383,4384,4384,0,4,Muskegon Grand, 
121,121,89,MuskMth_10m,Musk10,GLmodel_15,rivermouth, ,E,10,43.224825019999997,-86.351185569999998, , ,0.000000000000000,0.000000000000000,43.224825019999997,-86.351185569999998,7/17/2015 0:00:00,,12/30/1899 0:00:00,0,2,5254,4.760000000000000,4.310000000000000,176.800000000000011,16.920000000000002,573.299999999999955,18.559999999999999,2.960000000000000,4434,4435,4435,0,4,Muskegon Grand, 
122,122,87,MuskMouth, ,GLmodel_15,rivermouth, ,E,8,43.232517840000000,-86.326874500000002, , ,0.000000000000000,0.000000000000000,43.232517840000000,-86.326874500000002,7/17/2015 0:00:00,,12/30/1899 0:00:00,0,2,5252,33.270000000000003,4.310000000000000,166.599999999999994,19.250000000000000,603.700000000000045,19.469999999999999,4.400000000000000,-1,,0,0,-1,,
123,123,88,MuskMouth, ,GLmodel_15,rivermouth, ,E,8,43.232517840000000,-86.326874500000002, , ,0.000000000000000,0.000000000000000,43.232517840000000,-86.326874500000002,7/17/2015 0:00:00,,12/30/1899 0:00:00,0,2,5253,45.280000000000001,4.330000000000000,123.799999999999997,30.500000000000000,575.500000000000000,20.750000000000000,6.290000000000000,-1,,0,0,-1,,
124,124,81,Musk2N_20m,2NMusk20m,GLmodel_15,rivermouth, ,E,20,43.234189669999999,-86.388267990000003, , ,0.000000000000000,0.000000000000000,43.234189669999999,-86.388267990000003,7/17/2015 0:00:00,,12/30/1899 0:00:00,0,2,5248,25.530000000000001,2.390000000000000,292.399999999999977,9.460000000000001,547.000000000000000,14.150000000000000,2.390000000000000,4334,4335,4335,0,4,Muskegon Grand, 
125,125,80,Musk2N_10m,2NMusk10m,GLmodel_15,rivermouth, ,E,10,43.241660600000003,-86.359879829999997, , ,0.000000000000000,0.000000000000000,43.241660600000003,-86.359879829999997,7/17/2015 0:00:00,,12/30/1899 0:00:00,0,2,5247,15.680000000000000,2.640000000000000,282.100000000000023,7.890000000000000,570.600000000000023,0.010000000000000,2.810000000000000,4385,4386,4386,0,4,Muskegon Grand, 
126,126,82,Musk2N_5m,2NMusk5m,GLmodel_15,rivermouth, ,E,5,43.243367759999998,-86.353388199999998, , ,0.000000000000000,0.000000000000000,43.243367759999998,-86.353388199999998,7/17/2015 0:00:00,,12/30/1899 0:00:00,0,2,5246,29.609999999999999,3.360000000000000,256.800000000000011,9.750000000000000,552.500000000000000,0.010000000000000,1.840000000000000,4385,4386,4386,0,4,Muskegon Grand, 
127,127,74,Musk10N_20m,10NMusk20m,GLmodel_15,rivermouth, ,E,20,43.299269619999997,-86.429636639999998, , ,0.000000000000000,0.000000000000000,43.299269619999997,-86.429636639999998,7/17/2015 0:00:00,,12/30/1899 0:00:00,0,2,5242,14.490000000000000,2.540000000000000,301.100000000000023,3.450000000000000,501.600000000000023,13.449999999999999,1.050000000000000,4285,4286,4286,0,-1,,
128,128,73,Musk10N_10m,10NMusk10m,GLmodel_15,rivermouth, ,E,10,43.306176899999997,-86.403947639999998, , ,0.000000000000000,0.000000000000000,43.306176899999997,-86.403947639999998,7/17/2015 0:00:00,,12/30/1899 0:00:00,0,2,5241,14.449999999999999,2.190000000000000,291.899999999999977,9.890000000000001,506.600000000000023,14.010000000000000,1.560000000000000,4285,4286,4286,0,-1,,
129,129,75,Musk10N_5m,10NMusk5m,GLmodel_15,rivermouth, ,E,5,43.308287040000003,-86.396094309999995, , ,0.000000000000000,0.000000000000000,43.308287040000003,-86.396094309999995,7/17/2015 0:00:00,,12/30/1899 0:00:00,0,2,5240,43.350000000000001,2.960000000000000,306.199999999999989,15.320000000000000,484.800000000000011,13.560000000000000,1.000000000000000,4337,4338,4338,0,-1,,
130,130,54,Lud_46, ,CSMI_15,transect,N2,E,46,43.918117000000002,-86.582616999999999, 43 55.12 N, 086 34.79 W,43.918669999999999,-86.578329999999994,43.918669999999999,-86.578329999999994,7/16/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,44,5,5460,11.970000000000001,1.890000000000000,277.500000000000000,1.240000000000000,487.300000000000011,12.390000000000001,0.330000000000000,3451,3452,3452,0,-1,,
131,131,55,Lud_46, ,CSMI_15,transect,N2,E,46,43.918117000000002,-86.582616999999999, 43 55.12 N, 086 34.79 W,43.918669999999999,-86.578329999999994,43.918669999999999,-86.578329999999994,7/16/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,44,30,5462,15.240000000000000,2.770000000000000,266.500000000000000,6.070000000000000,455.800000000000011,12.650000000000000,0.310000000000000,3451,3452,3452,0,-1,,
132,132,46,Lud_110, ,CSMI_15,transect,N2,E,110,43.916533000000001,-86.672416999999996, 43 55.15 N, 086 40.33 W,43.919170000000001,-86.671670000000006,43.919170000000001,-86.671670000000006,7/16/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,106,5,5468,10.869999999999999,1.830000000000000,286.500000000000000,4.700000000000000,498.800000000000011,13.109999999999999,0.650000000000000,3406,3407,3407,0,-1,,
133,133,47,Lud_110, ,CSMI_15,transect,N2,E,110,43.916533000000001,-86.672416999999996, 43 55.15 N, 086 40.33 W,43.919170000000001,-86.671670000000006,43.919170000000001,-86.671670000000006,7/16/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,106,29,5470,14.029999999999999,2.100000000000000,292.500000000000000,16.500000000000000,491.199999999999989,12.590000000000000,1.630000000000000,3406,3407,3407,0,-1,,
134,134,57,Lud_46, ,CSMI_15,transect,N2,E,46,43.918117000000002,-86.582616999999999, 43 55.19 N, 086 34.82 W,43.919829999999997,-86.579999999999998,43.919829999999997,-86.579999999999998,9/21/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,44,7,5644,12.609999999999999,3.030000000000000,240.400000000000006,18.350000000000001,387.100000000000023,12.570000000000000,1.310000000000000,3451,3452,3452,0,-1,,
135,135,58,Lud_46, ,CSMI_15,transect,N2,E,46,43.918117000000002,-86.582616999999999, 43 55.19 N, 086 34.82 W,43.919829999999997,-86.579999999999998,43.919829999999997,-86.579999999999998,9/21/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,44,21,5646,24.050000000000001,3.070000000000000,302.800000000000011,16.640000000000001,466.699999999999989,12.510000000000000,1.080000000000000,3451,3452,3452,0,-1,,
136,136,48,Lud_110, ,CSMI_15,transect,N2,E,110,43.916533000000001,-86.672416999999996, 43 55.20 N, 086 40.30 W,43.920000000000002,-86.671670000000006,43.920000000000002,-86.671670000000006,6/1/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,107,6,5042,6.630000000000000,1.980000000000000,314.300000000000011,6.430000000000000,447.800000000000011,12.359999999999999,0.570000000000000,3406,3407,3407,0,-1,,
137,137,49,Lud_110, ,CSMI_15,transect,N2,E,110,43.916533000000001,-86.672416999999996, 43 55.20 N, 086 40.31 W,43.920000000000002,-86.671670000000006,43.920000000000002,-86.671670000000006,9/20/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,107,6,5652,10.160000000000000,3.920000000000000,234.099999999999994,3.470000000000000,377.050000000000011,12.480000000000000,1.680000000000000,3406,3407,3407,0,-1,,
138,138,50,Lud_110, ,CSMI_15,transect,N2,E,110,43.916533000000001,-86.672416999999996, 43 55.20 N, 086 40.31 W,43.920000000000002,-86.671670000000006,43.920000000000002,-86.671670000000006,9/20/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,107,20,5654,24.879999999999999,3.270000000000000,293.699999999999989,5.810000000000000,471.800000000000011,12.279999999999999,1.390000000000000,3406,3407,3407,0,-1,,
139,139,56,Lud_46, ,CSMI_15,transect,N2,E,46,43.918117000000002,-86.582616999999999, 43 55.25 N, 086 34.78 W,43.920830000000002,-86.578329999999994,43.920830000000002,-86.578329999999994,6/1/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,44,7,5034,9.289999999999999,2.350000000000000,336.899999999999977,7.960000000000000,490.100000000000023,13.130000000000001,0.390000000000000,3451,3452,3452,0,-1,,
140,140,51,Lud_18, ,CSMI_15,transect,N2,E,18,43.928100000000001,-86.503950000000003, 43 55.45 N, 086 30.21 W,43.924169999999997,-86.503330000000005,43.924169999999997,-86.503330000000005,7/16/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,19,5,5452,18.090000000000000,2.150000000000000,288.100000000000023,2.530000000000000,484.100000000000023,12.900000000000000,0.550000000000000,3452,3453,3453,0,-1,,
141,141,53,Lud_18, ,CSMI_15,transect,N2,E,18,43.928100000000001,-86.503950000000003, 43 55.48 N, 086 30.23 W,43.924669999999999,-86.503330000000005,43.924669999999999,-86.503330000000005,9/21/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,19,5,5636,18.109999999999999,3.550000000000000,246.000000000000000,6.890000000000000,421.000000000000000,10.289999999999999,1.170000000000000,3452,3453,3453,0,-1,,
142,142,52,Lud_18, ,CSMI_15,transect,N2,E,18,43.928100000000001,-86.503950000000003, 43 55.50 N, 086 30.22 W,43.924999999999997,-86.503330000000005,43.924999999999997,-86.503330000000005,5/31/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,19,5,5026,11.010000000000000,2.540000000000000,344.600000000000023,9.890000000000001,494.750000000000000,13.560000000000000,0.440000000000000,3452,3453,3453,0,-1,,
143,143,62,Manit_110, ,CSMI_15,transect,N2,W,110,44.085000000000001,-87.324332999999996, 44 04.79 N, 087 19.19 W,44.079830000000001,-87.318330000000003,44.079830000000001,-87.318330000000003,9/21/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,104,8,5676,13.020000000000000,2.790000000000000,212.300000000000011,14.400000000000000,380.300000000000011,12.150000000000000,2.020000000000000,3479,3480,3480,0,-1,,
144,144,63,Manit_110, ,CSMI_15,transect,N2,W,110,44.085000000000001,-87.324332999999996, 44 04.79 N, 087 19.19 W,44.079830000000001,-87.318330000000003,44.079830000000001,-87.318330000000003,9/21/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,104,22,5678,13.410000000000000,2.430000000000000,232.300000000000011,8.930000000000000,446.699999999999989,9.660000000000000,4.340000000000000,3479,3480,3480,0,-1,,
145,145,61,Manit_110, ,CSMI_15,transect,N2,W,110,44.085000000000001,-87.324332999999996, 44 04.80 N, 087 19.13 W,44.079999999999998,-87.318330000000003,44.079999999999998,-87.318330000000003,6/3/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,105,5,5066,12.970000000000001,2.610000000000000,301.399999999999977,7.660000000000000,463.899999999999977,12.320000000000000,0.260000000000000,3479,3480,3480,0,-1,,
146,146,59,Manit_110, ,CSMI_15,transect,N2,W,110,44.085000000000001,-87.324332999999996, 44 04.83 N, 087 19.28 W,44.080500000000001,-87.319999999999993,44.080500000000001,-87.319999999999993,7/19/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,102,5,5492,7.650000000000000,1.300000000000000,244.099999999999994,5.930000000000000,436.899999999999977,12.410000000000000,0.720000000000000,3479,3480,3480,0,-1,,
147,147,60,Manit_110, ,CSMI_15,transect,N2,W,110,44.085000000000001,-87.324332999999996, 44 04.83 N, 087 19.28 W,44.080500000000001,-87.319999999999993,44.080500000000001,-87.319999999999993,7/19/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,102,38,5494,7.140000000000000,2.100000000000000,280.800000000000011,5.950000000000000,485.500000000000000,12.199999999999999,1.690000000000000,3479,3480,3480,0,-1,,
148,148,64,Manit_18, ,CSMI_15,transect,N2,W,18,44.071783000000003,-87.582183000000001, 44 06.24 N, 087 31.59 W,44.103999999999999,-87.525000000000006,44.103999999999999,-87.525000000000006,7/19/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,19,4,5476,8.210000000000001,1.620000000000000,262.899999999999977,3.680000000000000,423.100000000000023,12.180000000000000,0.330000000000000,3552,3553,3553,0,-1,,
149,149,65,Manit_18, ,CSMI_15,transect,N2,W,18,44.071783000000003,-87.582183000000001, 44 06.24 N, 087 31.59 W,44.103999999999999,-87.525000000000006,44.103999999999999,-87.525000000000006,7/19/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,19,10,5478,13.380000000000001,2.030000000000000,260.399999999999977,5.300000000000000,447.500000000000000,12.400000000000000,0.500000000000000,3552,3553,3553,0,-1,,
150,150,67,Manit_18, ,CSMI_15,transect,N2,W,18,44.071783000000003,-87.582183000000001, 44 06.24 N, 087 31.59 W,44.103999999999999,-87.525000000000006,44.103999999999999,-87.525000000000006,9/21/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,19,4,5660,17.219999999999999,3.390000000000000,263.899999999999977,8.109999999999999,468.199999999999989,10.840000000000000,1.100000000000000,3552,3553,3553,0,-1,,
151,151,66,Manit_18, ,CSMI_15,transect,N2,W,18,44.071783000000003,-87.582183000000001, 44 06.25 N, 087 31.62 W,44.104170000000003,-87.526669999999996,44.104170000000003,-87.526669999999996,6/3/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,19,5,5050,5.470000000000000,2.350000000000000,288.199999999999989,10.810000000000000,428.600000000000023,12.380000000000001,0.120000000000000,3552,3553,3553,0,-1,,
152,152,71,Manit_46, ,CSMI_15,transect,N2,W,46,44.113283000000003,-87.468616999999995, 44 06.57 N, 087 27.57 W,44.109499999999997,-87.458330000000004,44.109499999999997,-87.458330000000004,9/21/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,55,5,5668,30.199999999999999,4.140000000000000,237.099999999999994,16.350000000000001,409.199999999999989,12.240000000000000,1.800000000000000,3516,3517,3517,0,-1,,
153,153,72,Manit_46, ,CSMI_15,transect,N2,W,46,44.113283000000003,-87.468616999999995, 44 06.57 N, 087 27.57 W,44.109499999999997,-87.458330000000004,44.109499999999997,-87.458330000000004,9/21/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,55,15,5670,24.090000000000000,3.710000000000000,267.000000000000000,5.830000000000000,490.100000000000023,12.310000000000000,1.450000000000000,3516,3517,3517,0,-1,,
154,154,68,Manit_46, ,CSMI_15,transect,N2,W,46,44.113283000000003,-87.468616999999995, 44 06.58 N, 087 27.59 W,44.109670000000001,-87.458330000000004,44.109670000000001,-87.458330000000004,7/19/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,55,4,5484,13.449999999999999,2.180000000000000,254.400000000000006,16.710000000000001,418.100000000000023,12.240000000000000,0.400000000000000,3516,3517,3517,0,-1,,
155,155,69,Manit_46, ,CSMI_15,transect,N2,W,46,44.113283000000003,-87.468616999999995, 44 06.58 N, 087 27.59 W,44.109670000000001,-87.458330000000004,44.109670000000001,-87.458330000000004,7/19/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,55,26,5486,8.580000000000000,1.830000000000000,271.800000000000011,6.300000000000000,449.600000000000023,12.330000000000000,1.250000000000000,3516,3517,3517,0,-1,,
156,156,70,Manit_46, ,CSMI_15,transect,N2,W,46,44.113283000000003,-87.468616999999995, 44 06.61 N, 087 27.62 W,44.110169999999997,-87.459999999999994,44.110169999999997,-87.459999999999994,6/3/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,55,5,5058,7.910000000000000,2.830000000000000,300.100000000000023,9.420000000000000,439.899999999999977,12.170000000000000,0.180000000000000,3516,3517,3517,0,-1,,
157,157,10,Frank_46, ,CSMI_15,transect,N1,E,46,44.485182999999999,-86.308300000000003, 44 29.03 N, 086 18.60 W,44.483829999999998,-86.310000000000002,44.483829999999998,-86.310000000000002,5/31/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,43,5,5010,9.470000000000001,2.500000000000000,320.000000000000000,7.860000000000000,439.699999999999989,12.510000000000000,0.370000000000000,2739,2740,2740,0,-1,,
158,158,8,Frank_46, ,CSMI_15,transect,N1,E,46,44.485182999999999,-86.308300000000003, 44 29.09 N, 086 18.56 W,44.484830000000002,-86.308329999999998,44.484830000000002,-86.308329999999998,7/15/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,44,4,5436,7.240000000000000,2.090000000000000,262.899999999999977,6.120000000000000,489.300000000000011,12.730000000000000,0.360000000000000,2739,2740,2740,0,-1,,
159,159,9,Frank_46, ,CSMI_15,transect,N1,E,46,44.485182999999999,-86.308300000000003, 44 29.09 N, 086 18.56 W,44.484830000000002,-86.308329999999998,44.484830000000002,-86.308329999999998,7/15/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,44,23,5438,7.610000000000000,2.080000000000000,278.899999999999977,19.100000000000001,458.699999999999989,12.430000000000000,0.280000000000000,2739,2740,2740,0,-1,,
